Environment,Account,invoice_date,Description,region,Product Name,vendor,Service Name,Usage Type,Team,Sub-Team,Cost Before Uplifts ($)
non-prod,12273010,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,220.47
non-prod,12273010,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,253.99
non-prod,61092303,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,260.96
non-prod,68266377,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,293.52
non-prod,14773528,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,301.92
non-prod,66082951,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,330.06
non-prod,19545164,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,341.23
non-prod,12273010,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,355.18
non-prod,60584878,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,356.19
non-prod,32174238,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Finance,390.41
non-prod,14773528,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,397.42
non-prod,47346863,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Delta Divison,447.64
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,462.07
non-prod,23740134,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Financially Unstable,498.86
non-prod,45406014,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Run DMC (Direct Money Control),521.09
non-prod,48347781,01/11/2023,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Global United Kingdon,The Ledger League,562.07
prod,83082779,01/11/2023,Translator Text - S1 - Characters,East Asia::eastasia,,Azure,,Cognitive Services::Translator Text,AE Tech,MC Ledger and the Flow Squad,564.41
non-prod,63724238,01/11/2023,Translator Text - S2 - Units,West Europe::westeurope,,Azure,,Cognitive Services::Translator Text,TE Tech,Risk Regulators,571.88
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,580.09
non-prod,47346863,01/11/2023,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,United America,Delta Divison,583.45
non-prod,72108536,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,United America,Jay-Zeros and Ones,588.96
non-prod,32174238,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Finance,589.53
non-prod,14773528,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,607.72
non-prod,66082951,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,615.55
non-prod,68266377,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,669.74
prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,674.85
non-prod,67530995,01/11/2023,Azure AI Document Intelligence - S0 - Read Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),688.01
non-prod,61092303,01/11/2023,Translator Text - S1 - Document Characters,West Europe::westeurope,,Azure,,Cognitive Services::Translator Text,Global United Kingdon,The Ledger League,699.05
non-prod,79438966,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,731.82
non-prod,60584878,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,732.19
non-prod,76256059,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),743.83
non-prod,67530995,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),746.69
non-prod,99457172,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,TE Tech,Risk Regulators,772.33
non-prod,47782817,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,776.54
non-prod,47346863,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Delta Divison,785.76
non-prod,72981737,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,803.74
non-prod,61092303,01/11/2023,Azure AI Document Intelligence - S0 - Pre-built Pages,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,Global United Kingdon,The Ledger League,817.2
non-prod,67530995,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),822.47
UAT01,83082779,01/11/2023,Translator Text - S1 - Characters,East Asia::eastasia,,Azure,,Cognitive Services::Translator Text,AE Tech,MC Ledger and the Flow Squad,824.46
non-prod,61092303,01/11/2023,Translator Text - S1 - Characters,West Europe::westeurope,,Azure,,Cognitive Services::Translator Text,Global United Kingdon,The Ledger League,830.67
non-prod,63724238,01/11/2023,Translator Text - S2 - Units,North Europe::northeurope,,Azure,,Cognitive Services::Translator Text,TE Tech,Risk Regulators,848.32
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,853.52
non-prod,66082951,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,884.53
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,884.92
non-prod,48347781,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,885.42
prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,906.44
non-prod,66082951,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,915.25
prod,63724238,01/11/2023,Translator Text - S2 - Units,West Europe::westeurope,,Azure,,Cognitive Services::Translator Text,TE Tech,Risk Regulators,977.11
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,981.61
non-prod,72981737,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,992.68
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,997.46
non-prod,19545164,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,1041.29
non-prod,45406014,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Run DMC (Direct Money Control),1068.13
non-prod,47782817,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,1077.6
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1113.78
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1141.08
non-prod,82970199,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1166.9
non-prod,72108536,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,United America,Jay-Zeros and Ones,1234.15
non-prod,68266377,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,1237.7
non-prod,67530995,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),1252.07
non-prod,19545164,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,1271.29
non-prod,66082951,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,1296.35
non-prod,66082951,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,1395.59
non-prod,66082951,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,1434.2
non-prod,47782817,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,1435.52
non-prod,61092303,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1466.53
non-prod,74852711,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Bank Tank,1485.13
non-prod,47782817,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,1489.79
non-prod,48347781,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1533.19
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1553.97
non-prod,74852711,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Bank Tank,1591.52
non-prod,48347781,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1596.38
non-prod,47346863,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Delta Divison,1606.58
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1611.15
non-prod,79409375,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,The Money Badgers,1623.44
non-prod,60584878,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,1638.79
non-prod,45406014,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Run DMC (Direct Money Control),1649.77
non-prod,55083825,01/11/2023,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,United America,Excel-lent Performers,1651.41
non-prod,67530995,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),1668.43
non-prod,67027787,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,1677.05
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1681.41
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1692.99
non-prod,32174238,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Finance,1733.34
non-prod,55083825,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Excel-lent Performers,1749.25
prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1764.52
non-prod,96349526,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Alpha Architects,1770.62
non-prod,72981737,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,1798.5
non-prod,30581379,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,The Money Badgers,1811.24
non-prod,67530995,01/11/2023,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),1817.2
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1822.53
non-prod,82970199,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1825.14
non-prod,45406014,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Run DMC (Direct Money Control),1827.03
non-prod,72981737,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,1828.64
non-prod,14773528,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,1850.13
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1863.42
non-prod,99457172,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,TE Tech,Risk Regulators,1901.47
non-prod,61092303,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1921.33
non-prod,66082951,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,1936.02
prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,1942.05
non-prod,74852711,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Bank Tank,1948.91
non-prod,82970199,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,1952.4
non-prod,79438966,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,1986.83
non-prod,96349526,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,UK South::uksouth,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Alpha Architects,1995.2
non-prod,82970199,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,2044.59
non-prod,67530995,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),2055.34
non-prod,48347781,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,2061.49
non-prod,47782817,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,2063.07
non-prod,67530995,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),2063.88
non-prod,48347781,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,2066.03
non-prod,99457172,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,TE Tech,Risk Regulators,2079.52
non-prod,74852711,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Bank Tank,2120.39
non-prod,60584878,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,2185.64
non-prod,82614651,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Stormzy Statements,2216.41
non-prod,32174238,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Finance,2240.96
non-prod,47346863,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Delta Divison,2251.82
non-prod,96266956,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,2256.11
non-prod,67530995,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Cash Rules Everything Around Me (C.R.E.A.M Team),2277.75
non-prod,45406014,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Run DMC (Direct Money Control),2287.89
non-prod,14773528,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,2313.74
non-prod,48347781,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,2351.52
non-prod,66082951,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,2362.95
prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,2370.21
non-prod,72981737,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,2377.25
