Environment,Account,invoice_date,Description,region,Product Name,vendor,Service Name,Usage Type,Team,Sub-Team,Cost Before Uplifts ($)
Innovation,10349524,01/11/2023,Amazon Textract 3,us-east-1,Amazon Textract,Amazon,,,Treasury,Capital Catalysts,0.36
dev,73759281,01/11/2023,Intent Detection Query Textual Sentiment Operations for Enterprise Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,0.39
dev,64661311,01/11/2023,Amazon Textract 3,us-east-2,Amazon Textract,Amazon,,,Treasury,Treasury Global,0.45
prod,71794275,01/11/2023,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,0.45
Innovation,10349524,01/11/2023,Amazon Textract 3,us-east-1,Amazon Textract,Amazon,,,Treasury,Capital Catalysts,0.59
Innovation,10349524,01/11/2023,Amazon Textract 3,us-east-1,Amazon Textract,Amazon,,,Treasury,Capital Catalysts,0.59
Innovation,10349524,01/11/2023,Amazon Textract 3,us-east-1,Amazon Textract,Amazon,,,Treasury,Capital Catalysts,0.68
Innovation,10349524,01/11/2023,Amazon Textract 3,us-east-1,Amazon Textract,Amazon,,,Treasury,Capital Catalysts,0.7
dev,44761933,01/11/2023,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,United America,The Budgeters,1.08
dev,73759281,01/11/2023,Text query operation for interacting with Dialogflow CX agents,europe-west1,,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,1.46
dev,73759281,01/11/2023,Text query operation for interacting with Dialogflow CX agents,europe-west2,,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,1.68
dev,73759281,01/11/2023,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,1.82
prod,13131186,01/11/2023,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,2
dev,69161030,01/11/2023,Text query operation for interacting with Dialogflow CX agents,europe-west2,,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,2.03
dev,71794275,01/11/2023,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,2.26
prod,50168945,01/11/2023,Amazon Rekognition more detail 1,eu-west-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,3.27
dev,50168945,01/11/2023,Amazon Rekognition more detail 1,eu-west-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,4.29
dev,50168945,01/11/2023,Amazon Rekognition more detail 1,eu-west-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,6.88
dev,73997356,01/11/2023,AutoML Content Classification Model Deployment for AutoML Natural Language or Vertex AI,us-central1,,GCP,GCP Cloud Natural Language,,United America,Margin Masters,
prod,50168945,01/11/2023,Amazon Rekognition more detail 1,eu-west-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,11.46
dev,59323113,01/11/2023,Cloud Speech-to-Text Audio Length Standard,(not set),,GCP,GCP Cloud Speech Api,,Treasury,Treasury Foundation,14.1
dev,67090511,01/11/2023,Entity Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,Global United Kingdon,The Ledger League,
dev,67090511,01/11/2023,Sentiment Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,Global United Kingdon,The Ledger League,
dev,50168945,01/11/2023,Amazon Rekognition more detail 2,us-east-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,18.79
prod,67090511,01/11/2023,Cloud Speech-to-Text Audio Length Standard,(not set),,GCP,GCP Cloud Speech Api,,Global United Kingdon,The Ledger League,20.85
non-prod,12273010,01/11/2023,Language - Standard Text Records,East US::eastus,,Azure,,Cognitive Services::Language,Global United Kingdon,Straight Outta Accounts,26.05
dev,50168945,01/11/2023,Amazon Rekognition more detail 2,us-east-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,26.48
non-prod,82273336,01/11/2023,Language - Standard Custom Training Unit,West Europe::westeurope,,Azure,,Cognitive Services::Language,Global United Kingdon,Straight Outta Accounts,28.35
pre-prod,50168945,01/11/2023,Amazon Rekognition more detail 2,eu-west-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,30.68
dev,34909342,01/11/2023,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,
Innovation,11519995,01/11/2023,Amazon Rekognition more detail 2,us-east-1,Amazon Rekognition,Amazon,,,MIB,Global Development,31.38
pre-prod,50168945,01/11/2023,Amazon Rekognition more detail 2,us-east-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,33.09
dev,70359576,01/11/2023,Number of 'general' type pages processed,(not set),,GCP,GCP Cloud Document Ai Api,,AE Tech,Yield Syndicate,35.18
dev,50666767,01/11/2023,Notebooks CPU Management Fee,europe-west2-a,,GCP,GCP Notebooks,,United America,Wu-Tang Clan of Cash Flow,
dev,67090511,01/11/2023,Syntax Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,Global United Kingdon,The Ledger League,
pre-prod,50168945,01/11/2023,Amazon Rekognition more detail 2,eu-west-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,37.69
dev,60611044,01/11/2023,Managed Notebooks CPU Management Fee,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
dev,67090511,01/11/2023,Content Classification Operations,(not set),,GCP,GCP Cloud Natural Language,,Global United Kingdon,The Ledger League,
non-prod,82273336,01/11/2023,Language - Standard Custom Text Records,West Europe::westeurope,,Azure,,Cognitive Services::Language,Global United Kingdon,Straight Outta Accounts,39.66
dev,60611044,01/11/2023,Managed Notebooks CPU for GCE usage - N1 Standard Cores in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
Innovation,85490345,01/11/2023,Amazon SageMaker more detail 1,us-east-2,Amazon SageMaker,Amazon,,,Global United Kingdon,The Ledger League,42.82
pre-prod,50168945,01/11/2023,Amazon Rekognition more detail 2,us-east-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,43.65
dev,50168945,01/11/2023,Amazon Rekognition more detail 2,eu-west-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,44.1
pre-prod,50168945,01/11/2023,Amazon Rekognition more detail 2,eu-west-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,46.65
dev,50168945,01/11/2023,Amazon Rekognition more detail 2,eu-west-1,Amazon Rekognition,Amazon,,,Treasury,Capital Catalysts,47.24
dev,67090511,01/11/2023,Entity Sentiment Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,Global United Kingdon,The Ledger League,
Innovation,11519995,01/11/2023,Amazon Rekognition more detail 2,us-east-1,Amazon Rekognition,Amazon,,,MIB,Global Development,49.42
dev,82970199,01/11/2023,Number of hours a processor version has been deployed.,(not set),,GCP,GCP Cloud Document Ai Api,,Global United Kingdon,The Ledger League,52.36
prod,67090511,01/11/2023,Text Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,53.28
dev,71794275,01/11/2023,Entity Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,TE Tech,Risk Regulators,
prod,67090511,01/11/2023,Number of pages processed for OCR processor.,europe-west2,,GCP,GCP Cloud Document Ai Api,,Global United Kingdon,The Ledger League,60.49
non-prod,35462054,01/11/2023,Azure OpenAI - Az-GPT4-8K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,70.97
dev,60213466,01/11/2023,Managed Notebooks CPU Management Fee,us-central1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
prod,67090511,01/11/2023,Image Properties Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,73.62
non-prod,12273010,01/11/2023,Azure OpenAI - Az-GPT4-8K-Prompt Tokens,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,79.11
dev,56982163,01/11/2023,Number of hours a processor version has been deployed.,(not set),,GCP,GCP Cloud Document Ai Api,,Treasury,Treasury Foundation,80.09
dev,60611044,01/11/2023,Managed Notebooks CPU for GCE usage - N1 Highmem Cores in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
dev,72112887,01/11/2023,Number of hours a processor version has been deployed.,(not set),,GCP,GCP Cloud Document Ai Api,,TE Tech,The Forecast Foundary,94.2
dev,25687158,01/11/2023,Amazon SageMaker more detail 1,us-east-2,Amazon SageMaker,Amazon,,,Treasury,Treasury Foundation,104.48
dev,71794275,01/11/2023,Document Text Detection Operations,us-west1,,GCP,GCP Cloud Vision Api,,TE Tech,Risk Regulators,112.68
non-prod,47782817,01/11/2023,Azure OpenAI - Az-GPT4-8K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,The Budgeters,113.25
dev,50666767,01/11/2023,Notebooks CPU Management Fee,europe-west2-b,,GCP,GCP Notebooks,,United America,Wu-Tang Clan of Cash Flow,
prod,67090511,01/11/2023,Image Properties Operations,europe-north1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,115.88
non-prod,35462054,01/11/2023,Azure OpenAI - Az-GPT4-8K-Prompt Tokens,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,121.52
Innovation,95317744,01/11/2023,Amazon SageMaker more detail 1,ap-east-1,Amazon SageMaker,Amazon,,,United America,Margin Masters,123.42
prod,38760834,01/11/2023,Document Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,United America,The Budgeters,126.57
non-prod,66082951,01/11/2023,Azure AI Document Intelligence - S0 - Read Pages,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,AE Tech,Yield Syndicate,138.84
non-prod,66082951,01/11/2023,Azure OpenAI - Az-GPT4-8K-Prompt Tokens,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,139
dev,45812120,01/11/2023,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,149.96
dev,41603388,01/11/2023,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,154.71
non-prod,12273010,01/11/2023,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Global United Kingdon,Straight Outta Accounts,161.46
non-prod,35462054,01/11/2023,Azure OpenAI - Az-GPT4-8K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,167.2
dev,48347781,01/11/2023,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,175.2
dev,87305096,01/11/2023,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,177.63
dev,60213466,01/11/2023,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in us-central1,us-central1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
dev,60611044,01/11/2023,Managed Notebooks GPU Standard Management Fee,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
dev,56982163,01/11/2023,Document Text Detection Operations,us-west1,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,199.78
dev,60611044,01/11/2023,Managed Notebooks GPU for GCE usage - T4 in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
non-prod,66082951,01/11/2023,Azure AI Document Intelligence - S0 - Pre-built Pages,West Europe::westeurope,,Azure,,Azure Applied AI Services::Document Intelligence,AE Tech,Yield Syndicate,215.23
non-prod,99457172,01/11/2023,Azure OpenAI - Az-GPT35-Turbo-Instruct-Input Tokens,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,TE Tech,Risk Regulators,216.08
non-prod,12273010,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,220.47
dev,87305096,01/11/2023,Notebooks CPU Management Fee,europe-west2-b,,GCP,GCP Notebooks,,TE Tech,Risk Regulators,
dev,45812120,01/11/2023,Notebooks CPU Management Fee,europe-west2-a,,GCP,GCP Notebooks,,TE Tech,Risk Regulators,
dev,83001455,01/11/2023,Amazon SageMaker more detail 2,eu-west-2,Amazon SageMaker,Amazon,,,TE Tech,Risk Regulators,229.19
prod,67090511,01/11/2023,Object Localization Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,232.2
dev,25687158,01/11/2023,Amazon SageMaker more detail 2,us-east-2,Amazon SageMaker,Amazon,,,Treasury,Treasury Foundation,233.19
non-prod,12273010,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,253.99
dev,87305096,01/11/2023,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,257
dev,60611044,01/11/2023,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
non-prod,61092303,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,The Ledger League,260.96
dev,25687158,01/11/2023,Amazon SageMaker more detail 3,us-east-2,Amazon SageMaker,Amazon,,,Treasury,Treasury Foundation,264.41
dev,50666767,01/11/2023,Notebooks GPU Premium Management Fee,europe-west1-b,,GCP,GCP Notebooks,,United America,Wu-Tang Clan of Cash Flow,
prod,38760834,01/11/2023,Document Text Detection Operations,europe-north1,,GCP,GCP Cloud Vision Api,,United America,The Budgeters,278.37
dev,45812120,01/11/2023,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,283.41
non-prod,68266377,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Capital Catalysts,293.52
non-prod,14773528,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,301.92
dev,45812120,01/11/2023,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in London,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,304.78
dev,72789061,01/11/2023,Document Text Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,309.11
dev,63014216,01/11/2023,Workbench Instances Storage for GCE usage - Balanced Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
prod,60611044,01/11/2023,Managed Notebooks CPU Management Fee,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
Innovation,54144176,01/11/2023,Amazon SageMaker more detail 3,eu-west-1,Amazon SageMaker,Amazon,,,SecuroSave,SecuroSave Lite,327.41
dev,71682866,01/11/2023,Notebooks CPU Management Fee,europe-west2-a,,GCP,GCP Notebooks,,TE Tech,Risk Regulators,
non-prod,66082951,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,330.06
prod,67090511,01/11/2023,Text Detection Operations,europe-north1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,333.89
non-prod,19545164,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Foundation,341.23
dev,71794275,01/11/2023,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,TE Tech,Risk Regulators,345.75
prod,67090511,01/11/2023,Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,349.07
prod,67090511,01/11/2023,Object Localization Operations,us-central2,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,354.39
non-prod,12273010,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,355.18
non-prod,60584878,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,United America,Wu-Tang Clan of Cash Flow,356.19
prod,72540413,01/11/2023,Notebooks CPU Management Fee,europe-west2-b,,GCP,GCP Notebooks,,TE Tech,Risk Regulators,
dev,38760834,01/11/2023,Document Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,United America,The Budgeters,368.57
Innovation,85490345,01/11/2023,Amazon SageMaker more detail 3,us-east-2,Amazon SageMaker,Amazon,,,Global United Kingdon,The Ledger League,374.5
dev,34909342,01/11/2023,Managed Notebooks CPU Management Fee,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,
dev,12273010,01/11/2023,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,asia-southeast1,,GCP,GCP Vertex Ai,,Global United Kingdon,Straight Outta Accounts,378.94
dev,50666767,01/11/2023,Notebooks CPU Management Fee,europe-west1-b,,GCP,GCP Notebooks,,United America,Wu-Tang Clan of Cash Flow,
dev,92465056,01/11/2023,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Fear the Fiscal,
non-prod,32174238,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Finance,390.41
non-prod,14773528,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,397.42
dev,60213466,01/11/2023,Managed Notebooks CPU for GCE usage - N1 Standard Cores in us-central1,us-central1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
dev,87305096,01/11/2023,Notebooks CPU Management Fee,europe-west2-a,,GCP,GCP Notebooks,,TE Tech,Risk Regulators,
dev,34909342,01/11/2023,Managed Notebooks CPU for GCE usage - N1 Standard Cores in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Dr Drepreciation,
prod,60611044,01/11/2023,Managed Notebooks CPU for GCE usage - N1 Standard Cores in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
dev,71794275,01/11/2023,Document Text Detection Operations,us-central2,,GCP,GCP Cloud Vision Api,,TE Tech,Risk Regulators,441.14
dev,59992092,01/11/2023,Document Text Detection Operations,asia-southeast1,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,443.26
Innovation,95317744,01/11/2023,Amazon SageMaker more detail 4,ap-east-1,Amazon SageMaker,Amazon,,,United America,Margin Masters,444.67
prod,60611044,01/11/2023,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,
non-prod,47346863,01/11/2023,Azure OpenAI - Az-GPT4-32K-Prompt Tokens,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,United America,Delta Divison,447.64
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,462.07
prod,67090511,01/11/2023,Web Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,476.85
prod,67090511,01/11/2023,Image Properties Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,480.1
prod,67090511,01/11/2023,Document Text Detection Operations,us-central2,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,480.92
dev,72789061,01/11/2023,Document Text Detection Operations,europe-north1,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,481.06
Innovation,85490345,01/11/2023,Amazon SageMaker more detail 4,us-east-2,Amazon SageMaker,Amazon,,,Global United Kingdon,The Ledger League,488.46
dev,41603388,01/11/2023,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,493.03
non-prod,23740134,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,West Europe::westeurope,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Financially Unstable,498.86
dev,41603388,01/11/2023,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,517.64
non-prod,45406014,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Legal Department,Run DMC (Direct Money Control),521.09
prod,11993525,01/11/2023,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,557.14
non-prod,48347781,01/11/2023,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,Global United Kingdon,The Ledger League,562.07
prod,83082779,01/11/2023,Translator Text - S1 - Characters,East Asia::eastasia,,Azure,,Cognitive Services::Translator Text,AE Tech,MC Ledger and the Flow Squad,564.41
dev,83001455,01/11/2023,Amazon SageMaker more detail 5,eu-west-2,Amazon SageMaker,Amazon,,,TE Tech,Risk Regulators,570.36
dev,56982163,01/11/2023,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,570.83
dev,63014216,01/11/2023,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,570.86
non-prod,63724238,01/11/2023,Translator Text - S2 - Units,West Europe::westeurope,,Azure,,Cognitive Services::Translator Text,TE Tech,Risk Regulators,571.88
dev,83001455,01/11/2023,Amazon SageMaker more detail 5,eu-west-2,Amazon SageMaker,Amazon,,,TE Tech,Risk Regulators,579.25
non-prod,12273010,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Global United Kingdon,Straight Outta Accounts,580.09
non-prod,47346863,01/11/2023,Azure AI Document Intelligence - S0 - Pre-built Pages,East US::eastus,,Azure,,Azure Applied AI Services::Document Intelligence,United America,Delta Divison,583.45
non-prod,72108536,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US 2::eastus2,,Azure,,Cognitive Services::Azure OpenAI,United America,Jay-Zeros and Ones,588.96
non-prod,32174238,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,Treasury,Treasury Finance,589.53
non-prod,14773528,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,MC Ledger and the Flow Squad,607.72
non-prod,66082951,01/11/2023,Azure OpenAI - text-embedding-3-large-regional Tokens - US East,East US::eastus,,Azure,,Cognitive Services::Azure OpenAI,AE Tech,Yield Syndicate,615.55
dev,63014216,01/11/2023,Vertex AI: Training/Pipelines on E2 Instance Ram running in London,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,618.45
Innovation,95317744,01/11/2023,Amazon SageMaker more detail 5,ap-east-1,Amazon SageMaker,Amazon,,,United America,Margin Masters,620.17
dev,60611044,01/11/2023,Vertex AI: AutoML Structured Data Model Training,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,620.77
prod,11993525,01/11/2023,Vertex AI: AutoML Structured Data Model Training,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,635.47
prod,38760834,01/11/2023,Document Text Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,United America,The Budgeters,640.55
prod,67090511,01/11/2023,Document Text Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,663.8
